miRNA,drug
hsa-mir-889,Chemotherapy
hsa-mir-99a,Chemotherapy
hsa-mir-1207,Oxaliplatin
hsa-mir-1207,Vincristine
hsa-mir-141,Oxaliplatin
hsa-mir-141,Vincristine
hsa-mir-155,Oxaliplatin
hsa-mir-155,Vincristine
hsa-mir-15a,Oxaliplatin
hsa-mir-15a,Vincristine
hsa-mir-1915,Oxaliplatin
hsa-mir-1915,Vincristine
hsa-mir-200a,Oxaliplatin
hsa-mir-200a,Vincristine
hsa-mir-200c,5-Fluorouracil
hsa-mir-200c,Cisplatin
hsa-mir-200c,Methylmethcathinone
hsa-mir-200c,Tetrahydropalmatine
hsa-mir-221,Oxaliplatin
hsa-mir-221,Vincristine
hsa-mir-222,Oxaliplatin
hsa-mir-222,Vincristine
hsa-mir-23a,Oxaliplatin
hsa-mir-23a,Vincristine
hsa-mir-23b,Oxaliplatin
hsa-mir-23b,Vincristine
hsa-mir-27a,Oxaliplatin
hsa-mir-27a,Vincristine
hsa-mir-424,Oxaliplatin
hsa-mir-424,Vincristine
hsa-mir-497,Oxaliplatin
hsa-mir-497,Vincristine
hsa-mir-638,Oxaliplatin
hsa-mir-638,Vincristine
hsa-mir-494,Doxorubicin (Adriamycin)
hsa-mir-638,Cisplatin
hsa-mir-638,Ultraviolet
hsa-mir-379,Vorinostat
hsa-mir-411,Vorinostat
hsa-mir-1202,Bortezomib
hsa-mir-1207,Bortezomib
hsa-mir-1246,Bortezomib
hsa-mir-129-1,Bortezomib
hsa-mir-1290,Bortezomib
hsa-mir-146a,Bortezomib
hsa-mir-149,Bortezomib
hsa-mir-1908,Bortezomib
hsa-mir-1915,Bortezomib
hsa-mir-192,Bortezomib
hsa-mir-19a,Bortezomib
hsa-mir-21,Bortezomib
hsa-mir-27a,Bortezomib
hsa-mir-2861,Bortezomib
hsa-mir-29b-1,Bortezomib
hsa-mir-29b-1,Carfilzomib
hsa-mir-29b-1,Ixazomib
hsa-mir-29c,Bortezomib
hsa-mir-301a,Bortezomib
hsa-mir-30e,Bortezomib
hsa-mir-3185,Bortezomib
hsa-mir-3196,Bortezomib
hsa-mir-638,Bortezomib
hsa-mir-660,Bortezomib
hsa-mir-762,Bortezomib
hsa-mir-92a-1,Bortezomib
hsa-mir-92b,Bortezomib
hsa-mir-939,Bortezomib
hsa-mir-217,Cisplatin
hsa-mir-128-1,Cisplatin
hsa-mir-145,5-fluorouracil
hsa-mir-34a,Etoposide
hsa-mir-101-1,Cisplatin
hsa-mir-503,Doxorubicin (Adriamycin)
hsa-mir-200c,Gefitinib
hsa-mir-133a-1,Paclitaxel
hsa-mir-133b,Paclitaxel
hsa-mir-3127,Dasatinib
hsa-mir-150,Cisplatin
hsa-mir-7-1,Paclitaxel
hsa-mir-204,5-Fluorouracil
hsa-mir-204,Cisplatin
hsa-mir-204,Oxaliplatin
hsa-mir-490,Paclitaxel
hsa-mir-30e,Imatinib
hsa-mir-451a,Docetaxel
hsa-mir-193a,Paclitaxel
hsa-mir-21,Cisplatin
hsa-mir-16-1,Doxorubicin (Adriamycin)
hsa-mir-375,Paclitaxel
hsa-mir-145,SN-38
hsa-mir-34a,5-Fluorouracil
hsa-let-7b,5-Fluorouracil
hsa-mir-106a,Cisplatin
hsa-let-7e,Gefitinib
hsa-mir-100,Gefitinib
hsa-mir-122,Gefitinib
hsa-mir-125b-1,Gefitinib
hsa-mir-126,Gefitinib
hsa-mir-127,Gefitinib
hsa-mir-130a,Gefitinib
hsa-mir-132,Gefitinib
hsa-mir-140,Gefitinib
hsa-mir-142,Gefitinib
hsa-mir-143,Gefitinib
hsa-mir-145,Gefitinib
hsa-mir-146a,Gefitinib
hsa-mir-148a,Gefitinib
hsa-mir-155,Gefitinib
hsa-mir-21,Gefitinib
hsa-mir-214,Gefitinib
hsa-mir-22,Gefitinib
hsa-mir-224,Gefitinib
hsa-mir-24-1,Gefitinib
hsa-mir-299,Gefitinib
hsa-mir-31,Gefitinib
hsa-mir-375,Gefitinib
hsa-mir-376a-1,Gefitinib
hsa-mir-423,Gefitinib
hsa-mir-424,Gefitinib
hsa-mir-483,Gefitinib
hsa-mir-494,Gefitinib
hsa-mir-497,Gefitinib
hsa-mir-505,Gefitinib
hsa-mir-572,Gefitinib
hsa-mir-638,Gefitinib
hsa-mir-660,Gefitinib
hsa-mir-7-1,Gefitinib
hsa-mir-744,Gefitinib
hsa-mir-762,Gefitinib
hsa-mir-766,Gefitinib
hsa-mir-92a-1,Gefitinib
hsa-mir-99a,Gefitinib
hsa-mir-205,Docetaxel
hsa-mir-31,Docetaxel
hsa-mir-100,Cisplatin
hsa-mir-382,Cisplatin
hsa-mir-382,Doxorubicin (Adriamycin)
hsa-mir-382,Methotrexate
hsa-mir-129-1,Decitabine
hsa-mir-129-1,Doxorubicin (Adriamycin)
hsa-mir-129-1,Vincristine
hsa-let-7a-1,Imatinib
hsa-let-7d,Imatinib
hsa-let-7e,Imatinib
hsa-let-7f-1,Imatinib
hsa-let-7i,Imatinib
hsa-mir-103a-1,Imatinib
hsa-mir-107,Imatinib
hsa-mir-1207,Imatinib
hsa-mir-1224,Imatinib
hsa-mir-1225,Imatinib
hsa-mir-1228,Imatinib
hsa-mir-1249,Imatinib
hsa-mir-125a,Imatinib
hsa-mir-1268a,Imatinib
hsa-mir-130b,Imatinib
hsa-mir-134,Imatinib
hsa-mir-139,Imatinib
hsa-mir-143,Imatinib
hsa-mir-146b,Imatinib
hsa-mir-150,Imatinib
hsa-mir-151a,Imatinib
hsa-mir-15b,Imatinib
hsa-mir-188,Imatinib
hsa-mir-1915,Imatinib
hsa-mir-193b,Imatinib
hsa-mir-214,Imatinib
hsa-mir-25,Imatinib
hsa-mir-296,Imatinib
hsa-mir-301a,Imatinib
hsa-mir-30a,Imatinib
hsa-mir-30b,Imatinib
hsa-mir-30c-2,Imatinib
hsa-mir-324,Imatinib
hsa-mir-362,Imatinib
hsa-mir-365a,Imatinib
hsa-mir-483,Imatinib
hsa-mir-532,Imatinib
hsa-mir-574,Imatinib
hsa-mir-638,Imatinib
hsa-mir-660,Imatinib
hsa-mir-663a,Imatinib
hsa-mir-762,Imatinib
hsa-mir-939,Imatinib
hsa-let-7a-1,Cisplatin
hsa-let-7e,Cisplatin
hsa-mir-1226,5-Fluorouracil
hsa-mir-125a,5-Fluorouracil
hsa-mir-125a,Cisplatin
hsa-mir-1268a,5-Fluorouracil
hsa-mir-1275,5-Fluorouracil
hsa-mir-1292,5-Fluorouracil
hsa-mir-130a,Cisplatin
hsa-mir-17,5-Fluorouracil
hsa-mir-181a-2,Cisplatin
hsa-mir-181b-1,Cisplatin
hsa-mir-18a,5-Fluorouracil
hsa-mir-18a,5-Fluorouracil
hsa-mir-18a,Cisplatin
hsa-mir-191,Cisplatin
hsa-mir-192,5-Fluorouracil
hsa-mir-193b,5-Fluorouracil
hsa-mir-193b,Cisplatin
hsa-mir-194-1,5-Fluorouracil
hsa-mir-196b,5-Fluorouracil
hsa-mir-200a,Cisplatin
hsa-mir-200b,Cisplatin
hsa-mir-203a,5-Fluorouracil
hsa-mir-203a,Cisplatin
hsa-mir-21,5-Fluorouracil
hsa-mir-210,5-Fluorouracil
hsa-mir-222,5-Fluorouracil
hsa-mir-23a,Cisplatin
hsa-mir-25,5-Fluorouracil
hsa-mir-25,Cisplatin
hsa-mir-27b,5-Fluorouracil
hsa-mir-296,Cisplatin
hsa-mir-31,5-Fluorouracil
hsa-mir-31,Cisplatin
hsa-mir-320a,Cisplatin
hsa-mir-320b-1,Cisplatin
hsa-mir-320c-1,Cisplatin
hsa-mir-331,5-Fluorouracil
hsa-mir-339,Cisplatin
hsa-mir-378a,5-Fluorouracil
hsa-mir-410,5-Fluorouracil
hsa-mir-455,5-Fluorouracil
hsa-mir-455,Cisplatin
hsa-mir-532,Cisplatin
hsa-mir-550a-1,5-Fluorouracil
hsa-mir-638,Cisplatin
hsa-mir-663a,5-Fluorouracil
hsa-mir-663a,5-Fluorouracil
hsa-mir-663a,Cisplatin
hsa-mir-744,Cisplatin
hsa-mir-92a-1,Cisplatin
hsa-mir-92b,Cisplatin
hsa-mir-935,5-Fluorouracil
hsa-mir-99b,5-Fluorouracil
hsa-mir-99b,Cisplatin
hsa-mir-34a,Doxorubicin (Adriamycin)
hsa-mir-21,Cisplatin
hsa-mir-125a,Cisplatin
hsa-mir-129-1,Cisplatin
hsa-mir-15a,Cisplatin
hsa-mir-181b-1,Cisplatin
hsa-mir-182,Cisplatin
hsa-mir-185,Cisplatin
hsa-mir-200b,Cisplatin
hsa-mir-205,Cisplatin
hsa-mir-214,Cisplatin
hsa-mir-218-1,Cisplatin
hsa-mir-222,Cisplatin
hsa-mir-302c,Cisplatin
hsa-mir-30c-2,Cisplatin
hsa-mir-331,Cisplatin
hsa-mir-33a,Cisplatin
hsa-mir-374b,Cisplatin
hsa-mir-375,Cisplatin
hsa-mir-663a,Cisplatin
hsa-mir-100,Paclitaxel
hsa-mir-1204,Paclitaxel
hsa-mir-208a,Paclitaxel
hsa-mir-22,Paclitaxel
hsa-mir-3146,Paclitaxel
hsa-mir-3198-1,Paclitaxel
hsa-mir-377,Paclitaxel
hsa-mir-4478,Paclitaxel
hsa-mir-4653,Paclitaxel
hsa-mir-4678,Paclitaxel
hsa-mir-4788,Paclitaxel
hsa-mir-634,Paclitaxel
hsa-mir-634,Paclitaxel
hsa-mir-802,Paclitaxel
hsa-mir-107,Cisplatin
hsa-mir-103a-1,Doxorubicin (Adriamycin)
hsa-mir-107,Doxorubicin (Adriamycin)
hsa-mir-10a,Doxorubicin (Adriamycin)
hsa-mir-1224,Doxorubicin (Adriamycin)
hsa-mir-145,Doxorubicin (Adriamycin)
hsa-mir-17,Doxorubicin (Adriamycin)
hsa-mir-297,Doxorubicin (Adriamycin)
hsa-mir-30b,Doxorubicin (Adriamycin)
hsa-mir-30e,Doxorubicin (Adriamycin)
hsa-mir-338,Doxorubicin (Adriamycin)
hsa-mir-361,Doxorubicin (Adriamycin)
hsa-mir-424,Doxorubicin (Adriamycin)
hsa-mir-487b,Doxorubicin (Adriamycin)
hsa-mir-519b,Doxorubicin (Adriamycin)
hsa-mir-520f,Doxorubicin (Adriamycin)
hsa-mir-523,Doxorubicin (Adriamycin)
hsa-mir-587,Doxorubicin (Adriamycin)
hsa-mir-593,Doxorubicin (Adriamycin)
hsa-mir-628,Doxorubicin (Adriamycin)
hsa-mir-675,Doxorubicin (Adriamycin)
hsa-mir-760,Doxorubicin (Adriamycin)
hsa-mir-92b,Doxorubicin (Adriamycin)
hsa-mir-363,Cisplatin
hsa-mir-25,Cisplatin
hsa-mir-16-1,Paclitaxel
hsa-mir-193a,Paclitaxel
hsa-mir-320a,5-Fluorouracil
hsa-mir-320a,Oxaliplatin
hsa-mir-22,5-Fluorouracil
hsa-let-7e,Doxorubicin (Adriamycin)
hsa-mir-141,Doxorubicin (Adriamycin)
hsa-mir-145,Doxorubicin (Adriamycin)
hsa-mir-196b,Doxorubicin (Adriamycin)
hsa-mir-200a,Doxorubicin (Adriamycin)
hsa-mir-200c,Doxorubicin (Adriamycin)
hsa-mir-31,Doxorubicin (Adriamycin)
hsa-mir-370,Doxorubicin (Adriamycin)
hsa-mir-429,Doxorubicin (Adriamycin)
hsa-mir-576,Doxorubicin (Adriamycin)
hsa-mir-760,Doxorubicin (Adriamycin)
hsa-mir-765,Doxorubicin (Adriamycin)
hsa-mir-96,Cisplatin
hsa-mir-222,Cisplatin
hsa-mir-136,Cisplatin
hsa-mir-143,Cisplatin
hsa-mir-23a,Cisplatin
hsa-mir-96,5-Fluorouracil
hsa-mir-7-1,Cetuximab
hsa-mir-126,Epigallocatechin Gallate
hsa-mir-21,Cisplatin
hsa-mir-203a,Temozolomide
hsa-mir-486-1,Imatinib
hsa-mir-338,Sorafenib
hsa-mir-7-1,Trastuzumab
hsa-mir-193a,Cisplatin
hsa-mir-193a,Doxorubicin (Adriamycin)
hsa-mir-193a,Epirubicin HCl
hsa-mir-193a,Paclitaxel
hsa-mir-193a,Pirarubicin
hsa-mir-145,Cisplatin
hsa-mir-145,Cisplatin
hsa-mir-340,Cisplatin
hsa-mir-574,Tamoxifen
hsa-mir-125b-1,Docetaxel
hsa-mir-125b-1,Doxorubicin (Adriamycin)
hsa-mir-145,Docetaxel
hsa-mir-145,Doxorubicin (Adriamycin)
hsa-mir-152,Docetaxel
hsa-mir-152,Doxorubicin (Adriamycin)
hsa-mir-155,Docetaxel
hsa-mir-155,Doxorubicin (Adriamycin)
hsa-mir-181a-2,Docetaxel
hsa-mir-181a-2,Doxorubicin (Adriamycin)
hsa-mir-193b,Docetaxel
hsa-mir-193b,Doxorubicin (Adriamycin)
hsa-mir-200c,Docetaxel
hsa-mir-200c,Doxorubicin (Adriamycin)
hsa-mir-222,Docetaxel
hsa-mir-222,Doxorubicin (Adriamycin)
hsa-mir-29a,Docetaxel
hsa-mir-29a,Doxorubicin (Adriamycin)
hsa-mir-320d-1,Docetaxel
hsa-mir-320d-1,Doxorubicin (Adriamycin)
hsa-mir-34a,Docetaxel
hsa-mir-34a,Doxorubicin (Adriamycin)
hsa-mir-424,Docetaxel
hsa-mir-424,Doxorubicin (Adriamycin)
hsa-mir-4284,Docetaxel
hsa-mir-4284,Doxorubicin (Adriamycin)
hsa-mir-452,Docetaxel
hsa-mir-452,Doxorubicin (Adriamycin)
hsa-mir-455,Docetaxel
hsa-mir-455,Doxorubicin (Adriamycin)
hsa-mir-500a,Docetaxel
hsa-mir-500a,Doxorubicin (Adriamycin)
hsa-mir-503,Docetaxel
hsa-mir-503,Doxorubicin (Adriamycin)
hsa-mir-767,Docetaxel
hsa-mir-767,Doxorubicin (Adriamycin)
hsa-mir-21,Dibenziodolium
hsa-mir-143,Doxorubicin (Adriamycin)
hsa-mir-21,Cisplatin
hsa-mir-542,Trastuzumab
hsa-mir-10a,Cisplatin
hsa-mir-29b-1,Interferon-gamma
hsa-mir-9-1,Temozolomide
hsa-mir-23a,Cisplatin
hsa-mir-27a,5-Fluorouracil
hsa-mir-34a,Doxorubicin (Adriamycin)
hsa-mir-15a,Vincristine
hsa-mir-16-1,Vincristine
hsa-mir-21,Doxorubicin (Adriamycin)
hsa-mir-21,Doxorubicin (Adriamycin)
hsa-mir-223,Gemcitabine
hsa-mir-181a-2,Camptothecin
hsa-mir-27a,Cisplatin
hsa-mir-27a,Doxorubicin (Adriamycin)
hsa-mir-27a,Paclitaxel
hsa-mir-760,Doxorubicin (Adriamycin)
hsa-mir-145,chemotherapy
hsa-let-7a-1,Doxorubicin (Adriamycin)
hsa-let-7a-1,Doxorubicin (Adriamycin)
hsa-mir-10a,Doxorubicin (Adriamycin)
hsa-mir-101-1,Doxorubicin (Adriamycin)
hsa-mir-10a,Doxorubicin (Adriamycin)
hsa-mir-1226,Doxorubicin (Adriamycin)
hsa-mir-1226,Doxorubicin (Adriamycin)
hsa-mir-1228,Doxorubicin (Adriamycin)
hsa-mir-1233-1,Doxorubicin (Adriamycin)
hsa-mir-1234,Doxorubicin (Adriamycin)
hsa-mir-124-1,Doxorubicin (Adriamycin)
hsa-mir-1253,Doxorubicin (Adriamycin)
hsa-mir-1265,Doxorubicin (Adriamycin)
hsa-mir-127,Doxorubicin (Adriamycin)
hsa-mir-129-1,Doxorubicin (Adriamycin)
hsa-mir-1299,Doxorubicin (Adriamycin)
hsa-mir-137,Doxorubicin (Adriamycin)
hsa-mir-138-1,Doxorubicin (Adriamycin)
hsa-mir-139,Doxorubicin (Adriamycin)
hsa-mir-140,Doxorubicin (Adriamycin)
hsa-mir-148a,Doxorubicin (Adriamycin)
hsa-mir-1538,Doxorubicin (Adriamycin)
hsa-mir-1539,Doxorubicin (Adriamycin)
hsa-mir-15a,Doxorubicin (Adriamycin)
hsa-mir-17,Doxorubicin (Adriamycin)
hsa-mir-183,Doxorubicin (Adriamycin)
hsa-mir-185,Doxorubicin (Adriamycin)
hsa-mir-18b,Doxorubicin (Adriamycin)
hsa-mir-1911,Doxorubicin (Adriamycin)
hsa-mir-1911,Doxorubicin (Adriamycin)
hsa-mir-1915,Doxorubicin (Adriamycin)
hsa-mir-1915,Doxorubicin (Adriamycin)
hsa-mir-193b,Doxorubicin (Adriamycin)
hsa-mir-203a,Doxorubicin (Adriamycin)
hsa-mir-20a,Doxorubicin (Adriamycin)
hsa-mir-20a,Doxorubicin (Adriamycin)
hsa-mir-20b,Doxorubicin (Adriamycin)
hsa-mir-20b,Doxorubicin (Adriamycin)
hsa-mir-21,Doxorubicin (Adriamycin)
hsa-mir-210,Doxorubicin (Adriamycin)
hsa-mir-211,Doxorubicin (Adriamycin)
hsa-mir-214,Doxorubicin (Adriamycin)
hsa-mir-215,Doxorubicin (Adriamycin)
hsa-mir-23b,Doxorubicin (Adriamycin)
hsa-mir-25,Doxorubicin (Adriamycin)
hsa-mir-27b,Cisplatin
hsa-mir-27b,Cisplatin
hsa-mir-27b,Doxorubicin (Adriamycin)
hsa-mir-27b,Doxorubicin (Adriamycin)
hsa-mir-27b,Epirubicin
hsa-mir-27b,Epirubicin
hsa-mir-27b,Etoposide
hsa-mir-27b,Etoposide
hsa-mir-27b,Gefitinib
hsa-mir-27b,Gefitinib
hsa-mir-27b,Sorafenib
hsa-mir-27b,Sorafenib
hsa-mir-28,Doxorubicin (Adriamycin)
hsa-mir-326,Doxorubicin (Adriamycin)
hsa-mir-338,Doxorubicin (Adriamycin)
hsa-mir-342,Doxorubicin (Adriamycin)
hsa-mir-34c,Doxorubicin (Adriamycin)
hsa-mir-367,Doxorubicin (Adriamycin)
hsa-mir-371a,Doxorubicin (Adriamycin)
hsa-mir-372,Doxorubicin (Adriamycin)
hsa-mir-379,Doxorubicin (Adriamycin)
hsa-mir-380,Doxorubicin (Adriamycin)
hsa-mir-409,Doxorubicin (Adriamycin)
hsa-mir-455,Doxorubicin (Adriamycin)
hsa-mir-485,Doxorubicin (Adriamycin)
hsa-mir-495,Doxorubicin (Adriamycin)
hsa-mir-503,Doxorubicin (Adriamycin)
hsa-mir-513a-1,Doxorubicin (Adriamycin)
hsa-mir-513c,Doxorubicin (Adriamycin)
hsa-mir-519b,Doxorubicin (Adriamycin)
hsa-mir-526a-1,Doxorubicin (Adriamycin)
hsa-mir-577,Doxorubicin (Adriamycin)
hsa-mir-606,Doxorubicin (Adriamycin)
hsa-mir-620,Doxorubicin (Adriamycin)
hsa-mir-621,Doxorubicin (Adriamycin)
hsa-mir-626,Doxorubicin (Adriamycin)
hsa-mir-634,Doxorubicin (Adriamycin)
hsa-mir-635,Doxorubicin (Adriamycin)
hsa-mir-639,Doxorubicin (Adriamycin)
hsa-mir-642a,Doxorubicin (Adriamycin)
hsa-mir-664a,Doxorubicin (Adriamycin)
hsa-mir-708,Doxorubicin (Adriamycin)
hsa-mir-769,Doxorubicin (Adriamycin)
hsa-mir-802,Doxorubicin (Adriamycin)
hsa-mir-885,Doxorubicin (Adriamycin)
hsa-mir-891b,Doxorubicin (Adriamycin)
hsa-mir-892b,Doxorubicin (Adriamycin)
hsa-mir-920,Doxorubicin (Adriamycin)
hsa-mir-922,Doxorubicin (Adriamycin)
hsa-mir-924,Doxorubicin (Adriamycin)
hsa-mir-933,Doxorubicin (Adriamycin)
hsa-mir-934,Doxorubicin (Adriamycin)
hsa-mir-935,Doxorubicin (Adriamycin)
hsa-mir-98,Doxorubicin (Adriamycin)
hsa-mir-30a,Sorafenib
hsa-mir-133a-1,Doxorubicin (Adriamycin)
hsa-mir-326,Doxorubicin (Adriamycin)
hsa-mir-1247,Gemcitabine
hsa-mir-126,Gemcitabine
hsa-mir-1260b,Gemcitabine
hsa-mir-1261,Gemcitabine
hsa-mir-1287,Gemcitabine
hsa-mir-1301,Gemcitabine
hsa-mir-141,Gemcitabine
hsa-mir-146a,Gemcitabine
hsa-mir-146a,Gemcitabine
hsa-mir-152,Gemcitabine
hsa-mir-15b,Gemcitabine
hsa-mir-181a-2,Gemcitabine
hsa-mir-192,Gemcitabine
hsa-mir-193a,Gemcitabine
hsa-mir-210,Gemcitabine
hsa-mir-2113,Gemcitabine
hsa-mir-224,Gemcitabine
hsa-mir-3139,Gemcitabine
hsa-mir-33b,Gemcitabine
hsa-mir-34c,Gemcitabine
hsa-mir-3611,Gemcitabine
hsa-mir-371a,Gemcitabine
hsa-mir-371b,Gemcitabine
hsa-mir-372,Gemcitabine
hsa-mir-373,Gemcitabine
hsa-mir-378a,Gemcitabine
hsa-mir-378c,Gemcitabine
hsa-mir-3960,Gemcitabine
hsa-mir-4447,Gemcitabine
hsa-mir-4455,Gemcitabine
hsa-mir-4483,Gemcitabine
hsa-mir-450b,Gemcitabine
hsa-mir-4516,Gemcitabine
hsa-mir-452,Gemcitabine
hsa-mir-4521,Gemcitabine
hsa-mir-4644,Gemcitabine
hsa-mir-4650-1,Gemcitabine
hsa-mir-4739,Gemcitabine
hsa-mir-4791,Gemcitabine
hsa-mir-4800,Gemcitabine
hsa-mir-483,Gemcitabine
hsa-mir-542,Gemcitabine
hsa-mir-576,Gemcitabine
hsa-mir-589,Gemcitabine
hsa-mir-6134,Gemcitabine
hsa-mir-643,Gemcitabine
hsa-mir-675,Gemcitabine
hsa-mir-92b,Gemcitabine
hsa-mir-301a,Doxorubicin (Adriamycin)
hsa-mir-141,Epoxomicin
hsa-mir-200a,Epoxomicin
hsa-mir-200b,Epoxomicin
hsa-mir-200c,Epoxomicin
hsa-mir-100,Paclitaxel
hsa-mir-1204,Paclitaxel
hsa-mir-208a,Paclitaxel
hsa-mir-22,Paclitaxel
hsa-mir-3146,Paclitaxel
hsa-mir-3198-1,Paclitaxel
hsa-mir-377,Paclitaxel
hsa-mir-4478,Paclitaxel
hsa-mir-4653,Paclitaxel
hsa-mir-4678,Paclitaxel
hsa-mir-4788,Paclitaxel
hsa-mir-634,Paclitaxel
hsa-mir-802,Paclitaxel
hsa-mir-141,Oxaliplatin
hsa-mir-200c,Oxaliplatin
hsa-mir-126,Cytarabine
hsa-mir-34a,Paclitaxel
hsa-mir-122,Interferon
hsa-mir-21,Interferon
hsa-mir-141,Docetaxel
hsa-mir-93,Cisplatin
hsa-mir-197,Paclitaxel
hsa-mir-182,Temozolomide
hsa-mir-483,Cisplatin
hsa-mir-21,Gemcitabine
hsa-mir-145,Cisplatin
hsa-mir-429,Cisplatin
hsa-mir-9-1,Cisplatin
hsa-mir-203a,Imatinib
hsa-let-7g,Cisplatin
hsa-let-7i,Cisplatin
hsa-mir-1290,Cisplatin
hsa-mir-141,Cisplatin
hsa-mir-149,Cisplatin
hsa-mir-195,Cisplatin
hsa-mir-1973,Cisplatin
hsa-mir-200c,Cisplatin
hsa-mir-3135a,Cisplatin
hsa-mir-3621,Cisplatin
hsa-mir-491,Cisplatin
hsa-mir-636,Cisplatin
hsa-mir-933,Cisplatin
hsa-mir-96,Cisplatin
hsa-mir-494,5-Fluorouracil
hsa-mir-7-1,Cisplatin
hsa-mir-7-1,Doxorubicin (Adriamycin)
hsa-mir-7-1,Etoposide
hsa-mir-196b,Etoposide
hsa-mir-218-1,Doxorubicin (Adriamycin)
hsa-mir-218-1,Paclitaxel
hsa-mir-218-1,Sirolimus
hsa-mir-101-1,Cisplatin
hsa-mir-145,5-Fluorouracil
hsa-mir-27a,Doxorubicin (Adriamycin)
hsa-mir-224,5-fluorouracil
hsa-mir-128-1,Cisplatin
hsa-mir-148b,Cisplatin
hsa-mir-497,5-Fluorouracil
hsa-mir-1291,Doxorubicin (Adriamycin)
hsa-mir-1291,Doxorubicin (Adriamycin)
hsa-mir-2278,Imatinib
hsa-mir-155,Cisplatin
hsa-mir-125b-1,Doxorubicin (Adriamycin)
hsa-mir-125b-1,Doxorubicin (Adriamycin)
hsa-mir-125b-1,Etoposide
hsa-mir-150,Doxorubicin (Adriamycin)
hsa-mir-150,Doxorubicin (Adriamycin)
hsa-mir-150,Etoposide
hsa-mir-188,Doxorubicin (Adriamycin)
hsa-mir-188,Doxorubicin (Adriamycin)
hsa-mir-188,Etoposide
hsa-mir-204,Doxorubicin (Adriamycin)
hsa-mir-204,Doxorubicin (Adriamycin)
hsa-mir-204,Etoposide
hsa-mir-501,Doxorubicin (Adriamycin)
hsa-mir-501,Doxorubicin (Adriamycin)
hsa-mir-501,Etoposide
hsa-mir-519a-1,Doxorubicin (Adriamycin)
hsa-mir-519a-1,Doxorubicin (Adriamycin)
hsa-mir-519a-1,Etoposide
hsa-mir-769,Doxorubicin (Adriamycin)
hsa-mir-769,Doxorubicin (Adriamycin)
hsa-mir-769,Etoposide
hsa-mir-33b,Bortezomib
hsa-mir-520h,Paclitaxel
hsa-mir-194-1,AED therapy
hsa-mir-204,AED therapy
hsa-mir-221,AED therapy
hsa-mir-301a,AED therapy
hsa-mir-30b,AED therapy
hsa-mir-342,AED therapy
hsa-mir-3605,AED therapy
hsa-mir-4446,AED therapy
hsa-mir-574,AED therapy
hsa-mir-598,AED therapy
hsa-mir-874,AED therapy
hsa-mir-889,AED therapy
hsa-mir-150,Pertuzumab
hsa-mir-21,Temozolomide
hsa-mir-506,Cisplatin
hsa-mir-506,Olaparib
hsa-mir-23b,5-Fluorouracil
hsa-mir-23b,Cisplatin
hsa-mir-23b,Vincristine
hsa-mir-335,Celastrol
hsa-mir-335,Paclitaxel
hsa-mir-200a,Paclitaxel
hsa-mir-125b-1,Cisplatin
hsa-mir-107,Cisplatin
hsa-mir-16-1,Cisplatin
hsa-mir-19b-1,Cisplatin
hsa-mir-223,Cisplatin
hsa-mir-25,Cisplatin
hsa-mir-27a,Cisplatin
hsa-mir-27b,Cisplatin
hsa-mir-373,Cisplatin
hsa-mir-378b,Cisplatin
hsa-mir-411,Cisplatin
hsa-mir-449c,Cisplatin
hsa-mir-451a,Cisplatin
hsa-mir-490,Cisplatin
hsa-mir-519b,Cisplatin
hsa-mir-520e,Cisplatin
hsa-mir-598,Cisplatin
hsa-mir-648,Cisplatin
hsa-mir-875,Cisplatin
hsa-let-7d,Cisplatin
hsa-let-7f-1,Cisplatin
hsa-mir-1258,Cisplatin
hsa-mir-128-1,Cisplatin
hsa-mir-1297,Cisplatin
hsa-mir-130a,Cisplatin
hsa-mir-1321,Cisplatin
hsa-mir-146a,Cisplatin
hsa-mir-146b,Cisplatin
hsa-mir-155,Cisplatin
hsa-mir-181a-2,Cisplatin
hsa-mir-182,Cisplatin
hsa-mir-183,Cisplatin
hsa-mir-196a-1,Cisplatin
hsa-mir-200c,Cisplatin
hsa-mir-21,Cisplatin
hsa-mir-25,Cisplatin
hsa-mir-27a,Cisplatin
hsa-mir-31,Cisplatin
hsa-mir-3175,Cisplatin
hsa-mir-365a,Cisplatin
hsa-mir-374a,Cisplatin
hsa-mir-374b,Cisplatin
hsa-mir-374c,Cisplatin
hsa-mir-378b,Cisplatin
hsa-mir-378c,Cisplatin
hsa-mir-4289,Cisplatin
hsa-mir-4297,Cisplatin
hsa-mir-590,Cisplatin
hsa-mir-9-1,Cisplatin
hsa-mir-98,Cisplatin
hsa-mir-522,Doxorubicin (Adriamycin)
hsa-mir-146a,Cytarabine
hsa-mir-150,Sunitinib
hsa-mir-155,Sunitinib
hsa-mir-196b,Sunitinib
hsa-mir-204,Sunitinib
hsa-mir-21,Sunitinib
hsa-mir-214,Sunitinib
hsa-mir-29c,Sunitinib
hsa-mir-302c,Sunitinib
hsa-mir-30a,Sunitinib
hsa-mir-30a,Sunitinib
hsa-mir-30d,Sunitinib
hsa-mir-30e,Sunitinib
hsa-mir-30e,Sunitinib
hsa-mir-324,Sunitinib
hsa-mir-454,Sunitinib
hsa-mir-483,Sunitinib
hsa-mir-484,Sunitinib
hsa-mir-636,Sunitinib
hsa-mir-888,Sunitinib
hsa-mir-130a,Paclitaxel
